market_date,period,da_actual,da_pred,rt_actual,rt_pred,spread_actual,spread_pred,spread_probability
2026-06-21,15,420.5,458.60569024086,390.907,422.65274155139923,-29.593000000000018,-35.952948689460754,0.10265318304300308
2026-06-21,16,382.46,485.1574764251709,406.008,455.69324588775635,23.548000000000002,-29.46423053741455,0.07619576156139374
2026-06-21,17,397.0,482.26689690351486,398.715,457.8631232380867,1.714999999999975,-24.40377366542816,0.060897279530763626
2026-06-21,18,400.5,490.71325492858887,395.857,466.2342553138733,-4.642999999999972,-24.478999614715576,0.1013236716389656
2026-06-21,19,395.5,496.90790724754333,401.602,469.171724319458,6.101999999999975,-27.736182928085327,0.1838899552822113
2026-06-21,20,409.5,488.4461525082588,409.299,471.38703256845474,-0.20100000000002183,-17.059119939804077,0.1705475151538849
2026-06-21,21,416.0,475.2206989750266,413.919,461.6960467323661,-2.0810000000000173,-13.524652242660522,0.1868182271718979
2026-06-21,22,411.38,463.7663868665695,409.303,452.65650844573975,-2.076999999999998,-11.109878420829773,0.1359594166278839
2026-06-21,23,415.5,465.17022013664246,399.023,465.20869839191437,-16.476999999999975,0.03847825527191162,0.32201454043388367
2026-06-21,24,441.76,468.8977127671242,399.616,491.9445570111275,-42.144000000000005,23.046844244003296,0.2350197732448578
2026-06-22,1,513.25,459.439640045166,510.574,428.05221939086914,-2.6759999999999877,-31.387420654296875,0.04118061065673828
2026-06-22,2,477.75,441.3198471069336,493.092,410.4030237197876,15.341999999999985,-30.916823387145996,0.03172586113214493
2026-06-22,3,471.26,436.54822540283203,467.615,397.32700061798096,-3.644999999999982,-39.221224784851074,0.017017297446727753
2026-06-22,4,550.25,428.5102868080139,476.753,385.50019884109497,-73.49700000000001,-43.010087966918945,0.018515300005674362
2026-06-22,5,493.25,437.79207038879395,498.691,398.86986446380615,5.440999999999974,-38.92220592498779,0.020968463271856308
2026-06-22,6,608.0,440.05178451538086,443.153,416.68242931365967,-164.84699999999998,-23.36935520172119,0.04204089567065239
2026-06-22,7,323.18,400.8392610549927,319.536,331.43574047088623,-3.6440000000000055,-69.40352058410645,0.022699343040585518
2026-06-22,8,318.15,388.52637243270874,359.397,338.6372666358948,41.247000000000014,-49.889105796813965,0.03147244453430176
2026-06-22,9,294.5,394.38606357574463,350.632,358.5617780685425,56.132000000000005,-35.82428550720215,0.12058976292610168
