market_date,period,datetime,da,prediction,model,feature_median,p10,p50,p90,negative_risk,high_price_risk
2026-07-01,11,2026-07-01 11:00:00,,133.90517636063018,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",65.2704976586956,133.90517636063018,202.53985506256475,False,False
2026-07-01,12,2026-07-01 12:00:00,,71.72047246175123,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",3.085793759816653,71.72047246175123,140.35515116368583,False,False
2026-07-01,13,2026-07-01 13:00:00,,37.70968976236725,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",-30.924988939567328,37.70968976236725,106.34436846430184,True,False
2026-07-01,14,2026-07-01 14:00:00,,67.36241851398601,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",-1.2722601879485609,67.36241851398601,135.9970972159206,True,False
2026-07-01,15,2026-07-01 15:00:00,,111.24941563311688,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",42.61473693118231,111.24941563311688,179.8840943350515,False,False
2026-07-01,16,2026-07-01 16:00:00,,254.5189248100048,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",185.88424610807022,254.5189248100048,323.15360351193937,False,False
2026-07-01,17,2026-07-01 17:00:00,,359.8914243205871,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",291.25674561865253,359.8914243205871,428.5261030225217,False,False
2026-07-01,18,2026-07-01 18:00:00,,529.2656474302552,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",460.63096872832057,529.2656474302552,597.9003261321898,False,True
2026-07-01,19,2026-07-01 19:00:00,,588.6218590749063,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",519.9871803729717,588.6218590749063,657.2565377768409,False,True
2026-07-01,20,2026-07-01 20:00:00,,591.9201659464144,random_forest_weather_power,"{""period"": 12.5, ""clock_hour"": 11.5, ""weekday"": 3.0, ""month"": 5.0, ""is_weekend"": 0.0, ""hour_sin"": 6.123233995736766e-17, ""hour_cos"": -6.123233995736765e-17, ""dow_sin"": 0.0, ""dow_cos"": -0.22252093395631434, ""lag_24"": 400.0, ""lag_48"": 400.0, ""lag_72"": 401.13, ""lag_168"": 399.5, ""lag_336"": 395.355, ""roll24_mean"": 324.7104166666667, ""roll24_std"": 196.74155930960063, ""roll168_mean"": 327.0374107142857, ""roll168_std"": 222.96473442556493, ""temperature"": 23.13, ""wind10"": 3.66, ""wind100"": 5.705, ""ghi"": 66.565, ""cloud"": 69.94, ""precipitation"": 0.0, ""humidity"": 52.91, ""heating_cooling_degree"": 0.46999999999999886, ""ghi_hour_interaction"": 43.43060022269516, ""cloud_ghi_interaction"": 23.618199999999998, ""wind100_sq"": 32.54705, ""direct_load"": 63182.0775, ""tie_line"": 20946.75, ""wind_power"": 7377.8775000000005, ""pv_power"": 1347.6412500000001, ""local_power"": 6750.0, ""self_power"": 4436.0, ""nuclear_power"": 1650.5, ""renewable_power"": 13217.23, ""renewable_share"": 0.19954001977027075, ""net_load_proxy"": 51629.27374999999, ""power_forecast_flag"": 1.0}",523.2854872444798,591.9201659464144,660.554844648349,False,True
